20220531085125020,31.97745233,118.76436783,45.00,4.17,9,304974
20220531085125040,31.97745450,118.76436683,45.00,3.94,9,305182
20220531085125060,31.97745683,118.76436583,45.00,4.63,9,305367
20220531085125080,31.97745900,118.76436517,45.00,4.15,9,305600
20220531085126000,31.97746067,118.76436567,45.00,3.41,9,305777
20220531085126020,31.97746267,118.76436500,45.00,4.09,9,305974
20220531085126040,31.97746500,118.76436367,45.00,4.28,9,306174
20220531085126040,31.97746500,118.76436367,44.50,4.28,9,306206
20220531085126060,31.97746683,118.76436317,44.50,3.61,9,306370
20220531085126080,31.97746850,118.76436300,44.50,3.76,9,306568
20220531085126080,31.97746850,118.76436300,44.30,3.76,9,306637
20220531085127000,31.97747050,118.76436283,44.30,3.91,9,306770
20220531085127000,31.97747050,118.76436283,44.20,3.91,9,306802
20220531085127020,31.97747283,118.76436200,44.20,4.82,9,306985
20220531085127040,31.97747450,118.76435950,44.20,4.41,9,307164
20220531085127040,31.97747450,118.76435950,44.00,4.41,9,307196
20220531085127060,31.97747700,118.76435883,44.00,4.96,9,307361
20220531085127060,31.97747700,118.76435883,44.00,4.96,9,307393
20220531085127080,31.97747983,118.76435883,44.00,5.35,9,307566
20220531085127080,31.97747983,118.76435883,44.10,5.35,9,307598
20220531085128000,31.97748250,118.76435850,44.10,4.94,9,307769
20220531085128000,31.97748250,118.76435850,44.00,4.94,9,307801
20220531085128020,31.97748500,118.76435767,44.00,5.30,9,307958
20220531085128020,31.97748500,118.76435767,44.00,5.30,9,307990
20220531085128040,31.97748767,118.76435650,44.00,5.56,9,308166
20220531085128040,31.97748767,118.76435650,43.90,5.56,9,308198
20220531085128060,31.97749050,118.76435600,43.90,5.63,9,308364
20220531085128060,31.97749050,118.76435600,43.90,5.63,9,308396
20220531085128080,31.97749233,118.76435483,43.90,4.35,9,308567
20220531085128080,31.97749233,118.76435483,43.80,4.35,9,308599
20220531085129000,31.97749450,118.76435433,43.80,4.65,9,308766
20220531085129000,31.97749450,118.76435433,43.70,4.65,9,308798
20220531085129020,31.97749650,118.76435333,43.70,4.20,9,308966
20220531085129020,31.97749650,118.76435333,43.60,4.20,9,308999
20220531085129040,31.97749900,118.76435283,43.60,4.91,9,309160
20220531085129040,31.97749900,118.76435283,43.50,4.91,9,309192
20220531085129060,31.97750183,118.76435367,43.50,5.26,9,309364
20220531085129060,31.97750183,118.76435367,43.70,5.26,9,309396
20220531085129080,31.97750417,118.76435233,43.70,5.22,9,309566
20220531085129080,31.97750417,118.76435233,43.60,5.22,9,309598
20220531085130000,31.97750667,118.76435283,43.60,4.70,9,309771
20220531085130000,31.97750667,118.76435283,43.60,4.70,9,309804
20220531085130020,31.97750800,118.76435150,43.60,3.78,9,309966
20220531085130040,31.97751033,118.76435067,43.60,4.61,9,310167
20220531085130060,31.97751317,118.76435083,43.60,5.33,9,310369
20220531085130060,31.97751317,118.76435083,43.50,5.33,9,310401
20220531085130080,31.97751517,118.76434983,43.50,4.32,9,310559
20220531085130080,31.97751517,118.76434983,43.40,4.32,9,310591
20220531085131000,31.97751667,118.76434800,43.40,4.44,9,310764
20220531085131000,31.97751667,118.76434800,43.10,4.44,9,310796
20220531085131020,31.97751900,118.76434733,43.10,4.63,9,310957
20220531085131020,31.97751900,118.76434733,43.00,4.63,9,310989
20220531085131040,31.97752133,118.76434617,43.00,4.78,9,311172
20220531085131040,31.97752133,118.76434617,42.80,4.78,9,311204
20220531085131060,31.97752333,118.76434550,42.80,4.80,9,311370
20220531085131060,31.97752333,118.76434550,42.70,4.80,9,311402
20220531085131080,31.97752517,118.76434500,42.70,4.44,9,311570
20220531085131080,31.97752517,118.76434500,42.50,4.44,9,311602
20220531085132020,31.97752900,118.76434317,42.50,3.98,9,311971
20220531085132040,31.97753133,118.76434183,42.50,5.07,9,312168
20220531085132060,31.97753333,118.76434117,42.50,4.83,9,312373
20220531085132060,31.97753333,118.76434117,42.10,4.83,9,312405
20220531085132080,31.97753550,118.76434033,42.10,4.94,9,312575
20220531085132080,31.97753550,118.76434033,42.00,4.94,9,312607
20220531085133000,31.97753750,118.76433967,42.00,4.41,9,312770
20220531085133000,31.97753750,118.76433967,42.00,4.41,9,312833
20220531085133020,31.97753900,118.76433850,42.00,3.91,9,312964
20220531085133040,31.97754117,118.76433750,42.00,4.33,9,313152
20220531085133060,31.97754417,118.76433633,42.00,5.94,9,313369
20220531085133060,31.97754417,118.76433633,42.10,5.94,9,313401
20220531085133080,31.97754617,118.76433483,42.10,4.94,9,313564
20220531085133080,31.97754617,118.76433483,42.00,4.94,9,313596
20220531085134000,31.97754833,118.76433350,42.00,5.11,9,313769
20220531085134000,31.97754833,118.76433350,41.90,5.11,9,313801
20220531085134020,31.97755033,118.76433233,41.90,4.70,9,313963
20220531085134020,31.97755033,118.76433233,41.90,4.70,9,313995
20220531085134040,31.97755183,118.76433033,41.90,4.32,9,314162
20220531085134040,31.97755183,118.76433033,41.80,4.32,9,314195
20220531085134060,31.97755350,118.76432900,41.80,4.56,9,314361
20220531085134060,31.97755350,118.76432900,41.90,4.56,9,314393
20220531085134080,31.97755517,118.76432717,41.90,4.54,9,314563
20220531085134080,31.97755517,118.76432717,41.80,4.54,9,314595
20220531085135000,31.97755650,118.76432483,41.80,4.33,9,314764
20220531085135000,31.97755650,118.76432483,41.70,4.33,9,314796
20220531085135020,31.97755717,118.76432267,41.70,3.61,9,314966
20220531085135040,31.97755800,118.76432000,41.70,4.00,9,315164
20220531085135060,31.97755900,118.76431750,41.70,4.50,9,315364
20220531085135060,31.97755900,118.76431750,41.70,4.50,9,315396
20220531085135080,31.97755967,118.76431450,41.70,4.50,9,315559
20220531085135080,31.97755967,118.76431450,41.60,4.50,9,315591
20220531085136000,31.97756017,118.76431150,41.60,4.67,9,315771
20220531085136000,31.97756017,118.76431150,41.60,4.67,9,315803
20220531085136020,31.97756033,118.76430900,41.60,3.93,9,315971
20220531085136040,31.97756100,118.76430633,41.60,3.98,9,316170
20220531085136040,31.97756100,118.76430633,41.60,3.98,9,316202
20220531085136060,31.97756183,118.76430317,41.60,5.04,9,316371
20220531085136080,31.97756200,118.76429983,41.60,4.56,9,316572
20220531085136080,31.97756200,118.76429983,41.50,4.56,9,316604
20220531085137000,31.97756200,118.76429717,41.50,4.19,9,316784
20220531085137000,31.97756200,118.76429717,41.50,4.19,9,316816
20220531085137020,31.97756150,118.76429467,41.50,3.57,9,316986
20220531085137040,31.97756133,118.76429133,41.50,4.82,9,317188
20220531085137060,31.97756133,118.76428833,41.50,4.46,9,317376
20220531085137060,31.97756133,118.76428833,41.40,4.46,9,317408
20220531085137080,31.97756100,118.76428567,41.40,3.72,9,317562
20220531085138000,31.97756083,118.76428300,41.40,4.04,9,317772
20220531085138020,31.97756017,118.76428067,41.40,4.04,9,318014
20220531085138040,31.97756083,118.76427717,41.40,4.69,9,318182
20220531085138040,31.97756083,118.76427717,41.60,4.69,9,318214
20220531085138060,31.97756117,118.76427383,41.60,4.72,9,318365
20220531085138060,31.97756117,118.76427383,41.80,4.72,9,318397
20220531085138080,31.97756133,118.76427133,41.80,4.06,9,318567
20220531085138080,31.97756133,118.76427133,41.80,4.06,9,318599
20220531085139000,31.97756133,118.76426850,41.80,4.22,9,318773
20220531085139000,31.97756133,118.76426850,41.80,4.22,9,318805
20220531085139020,31.97756067,118.76426550,41.80,4.82,9,318972
20220531085139040,31.97756050,118.76426283,41.80,4.24,9,319170
20220531085139040,31.97756050,118.76426283,41.70,4.24,9,319202
20220531085139060,31.97756050,118.76426000,41.70,4.54,9,319375
20220531085139080,31.97756000,118.76425700,41.70,4.61,9,319572
20220531085139080,31.97756000,118.76425700,41.60,4.61,9,319604
20220531085140000,31.97756033,118.76425467,41.60,3.48,9,319778
20220531085140020,31.97755983,118.76425250,41.60,3.61,9,319968
20220531085140020,31.97755983,118.76425250,41.50,3.61,9,320000
20220531085140040,31.97755950,118.76425017,41.50,3.74,9,320174
20220531085140060,31.97755900,118.76424767,41.50,4.02,9,320373
20220531085140080,31.97755783,118.76424467,41.50,4.26,9,320569
20220531085140080,31.97755783,118.76424467,41.60,4.26,9,320601
20220531085141000,31.97755767,118.76424233,41.60,3.39,9,320771
20220531085141020,31.97755800,118.76423933,41.60,4.41,9,320970
20220531085141040,31.97755783,118.76423717,41.60,3.35,9,321189
20220531085141060,31.97755783,118.76423450,41.60,4.48,9,321388
20220531085141080,31.97755733,118.76423100,41.60,5.13,9,321579
