2022-05-27 10:07:19.0050,31.97736650,118.76469833,0.00,0.78
2022-05-27 10:07:19.0070,31.97736500,118.76469983,0.00,0.70
2022-05-27 10:07:19.0080,31.97736350,118.76469617,0.00,0.56
2022-05-27 10:07:19.0090,31.97736267,118.76469100,0.00,0.54
2022-05-27 10:07:20.0000,31.97736150,118.76468500,0.00,0.56
2022-05-27 10:07:20.0010,31.97736067,118.76468050,0.00,0.41
2022-05-27 10:07:20.0020,31.97735967,118.76467633,0.00,0.50
2022-05-27 10:07:20.0030,31.97736000,118.76467583,0.00,0.39
2022-05-27 10:07:20.0040,31.97735950,118.76467300,0.00,0.41
2022-05-27 10:07:20.0050,31.97735983,118.76467167,0.00,0.24
2022-05-27 10:07:20.0060,31.97735967,118.76466933,0.00,0.39
2022-05-27 10:07:20.0070,31.97735983,118.76466933,0.00,0.39
2022-05-27 10:07:20.0080,31.97735917,118.76466683,0.00,0.22
2022-05-27 10:07:20.0090,31.97735883,118.76466617,0.00,0.37
2022-05-27 10:07:21.0000,31.97735850,118.76466600,0.00,0.11
2022-05-27 10:07:21.0010,31.97735800,118.76466483,0.00,0.54
2022-05-27 10:07:21.0020,31.97735867,118.76466517,0.00,0.43
2022-05-27 10:07:21.0030,31.97735817,118.76465633,0.00,0.87
2022-05-27 10:07:21.0040,31.97735917,118.76466100,0.00,0.39
2022-05-27 10:07:21.0050,31.97735983,118.76466367,0.00,0.33
2022-05-27 10:07:21.0060,31.97736000,118.76466583,0.00,0.31
2022-05-27 10:07:21.0070,31.97735950,118.76466400,0.00,0.24
2022-05-27 10:07:21.0080,31.97735900,118.76466050,0.00,0.28
2022-05-27 10:07:21.0090,31.97735833,118.76465550,0.00,0.50
2022-05-27 10:07:22.0000,31.97735817,118.76465517,0.00,0.44
2022-05-27 10:07:22.0010,31.97735833,118.76465383,0.00,0.19
2022-05-27 10:07:22.0020,31.97735833,118.76465267,0.00,0.24
2022-05-27 10:07:22.0030,31.97735867,118.76465467,0.00,0.19
2022-05-27 10:07:22.0040,31.97735850,118.76465433,0.00,0.20
2022-05-27 10:07:22.0050,31.97735883,118.76465533,0.00,0.17
2022-05-27 10:07:22.0060,31.97735867,118.76465383,0.00,0.15
2022-05-27 10:07:22.0070,31.97735850,118.76465217,0.00,0.20
2022-05-27 10:07:22.0080,31.97735833,118.76465100,0.00,0.04
2022-05-27 10:07:22.0090,31.97735817,118.76465083,0.00,0.22
2022-05-27 10:07:23.0000,31.97735933,118.76465933,0.00,0.13
2022-05-27 10:07:23.0010,31.97735917,118.76465817,0.00,0.17
2022-05-27 10:07:23.0020,31.97735900,118.76465650,0.00,0.11
2022-05-27 10:07:23.0030,31.97735883,118.76465667,0.00,0.20
2022-05-27 10:07:23.0040,31.97735833,118.76465133,0.00,0.13
2022-05-27 10:07:23.0050,31.97735817,118.76465000,0.00,0.11
2022-05-27 10:07:23.0060,31.97735867,118.76465333,0.00,0.04
2022-05-27 10:07:23.0070,31.97735900,118.76465567,0.00,0.09
2022-05-27 10:07:23.0080,31.97735917,118.76465600,0.00,0.07
2022-05-27 10:07:23.0090,31.97735933,118.76465583,0.00,0.22
2022-05-27 10:07:24.0000,31.97735967,118.76465667,0.00,0.11
2022-05-27 10:07:24.0010,31.97736000,118.76465917,0.00,0.07
2022-05-27 10:07:24.0020,31.97736033,118.76466317,0.00,0.24
2022-05-27 10:07:24.0030,31.97736067,118.76466550,0.00,0.11
2022-05-27 10:07:24.0040,31.97736100,118.76466817,0.00,0.17
2022-05-27 10:07:24.0050,31.97736117,118.76466817,0.00,0.04
2022-05-27 10:07:24.0060,31.97736117,118.76466633,0.00,0.13
2022-05-27 10:07:24.0070,31.97736083,118.76466200,0.00,0.04
2022-05-27 10:07:24.0080,31.97736117,118.76466467,0.00,0.04
2022-05-27 10:07:24.0090,31.97736150,118.76466750,0.00,0.02
2022-05-27 10:07:25.0000,31.97736150,118.76466833,0.00,0.19
2022-05-27 10:07:25.0010,31.97736133,118.76466750,0.00,0.07
2022-05-27 10:07:25.0020,31.97736133,118.76466717,0.00,0.04
2022-05-27 10:07:25.0030,31.97736133,118.76466733,0.00,0.13
2022-05-27 10:07:25.0040,31.97736167,118.76466850,0.00,0.07
2022-05-27 10:07:25.0050,31.97736250,118.76467400,0.00,0.07
2022-05-27 10:07:25.0060,31.97736367,118.76468483,0.00,0.11
2022-05-27 10:07:25.0070,31.97736467,118.76469417,0.00,0.06
2022-05-27 10:07:25.0080,31.97736483,118.76469500,0.00,0.06
